customer,name,name_norm,terms,terms_description,ship_via,def_wh,div,active,addr1,city,state,postal
LE304,LEARNING EXPRESS STORE # 304,LEARNINGEXPRESSSTORE304,60,NET 60,UPSGROUND,,,Y,3132 HEIGHTS VILLAGE,BIRMINGHAM,AL,35243
LE306,LEARNING EXPRESS STORE # 306,LEARNINGEXPRESSSTORE306,60,NET 60,UPSGROUND,,,Y,197 DAMONTE RANCH PKWY #D,RENO,NV,89521
LE307,LEARNING EXPRESS STORE # 307,LEARNINGEXPRESSSTORE307,60,NET 60,UPSGROUND,,,Y,643 BLOOMFIELD AVE,VERONA,NJ,07044
LE308,LEARNING EXPRESS STORE # 308,LEARNINGEXPRESSSTORE308,60,NET 60,UPSGROUND,,,Y,3100 MAIN STREET SUITE #1350,MAUMEE,OH,43537
LE316,LEARNING EXPRESS STORE # 316,LEARNINGEXPRESSSTORE316,60,NET 60,UPSGROUND,,,Y,1500 WASHINGTON RD,PITTSBURGH,PA,15228
LE327,LEARNING EXPRESS STORE # 327,LEARNINGEXPRESSSTORE327,60,NET 60,UPSGROUND,,,Y,4209 LASSITER MILL ROAD,RALEIGH,NC,27609
LE332,LEARNING EXPRESS STORE # 332,LEARNINGEXPRESSSTORE332,,,UPSGROUND,,,Y,4425 LYONS ROAD,COCONUT CREEK,FL,33073
LE334,LEARNING EXPRESS STORE # 334,LEARNINGEXPRESSSTORE334,60,NET 60,UPSGROUND,,,Y,18 COUNTRYSIDE PLAZA,COUNTRYSIDE,IL,60525
LE343,LEARNING EXPRESS STORE # 343,LEARNINGEXPRESSSTORE343,30,NET 30,UPSGROUND,,,Y,420 COOL SPRINGS BLVD,FRANKLIN,TN,37067
LE347,LEARNING EXPRESS STORE # 347,LEARNINGEXPRESSSTORE347,60,NET 60,UPSGROUND,,,N,30061 DETROIT ROAD,WESTLAKE,OH,44145
LE348,LEARNING EXPRESS STORE # 348,LEARNINGEXPRESSSTORE348,60,NET 60,UPSGROUND,,,Y,5175 SUNSET BLVD,LEXINGTON,SC,29072
LE350,LEARNING EXPRESS STORE # 350,LEARNINGEXPRESSSTORE350,90,NET 90,UPSGROUND,,,Y,RYE BROOK/JIM MYERS,RYE BROOK,NY,10583
LE359,LEARNING EXPRESS STORE # 359,LEARNINGEXPRESSSTORE359,60,NET 60,UPSGROUND,,,Y,2812 TOWN CENTER BLVD,CRESTVIEW HILLS,KY,41017
LE360,LEARNING EXPRESS STORE # 360,LEARNINGEXPRESSSTORE360,60,NET 60,UPSGROUND,,,Y,9529 SOUTH DIXIE HIGHWAY,PINECREST,FL,33156
LE365,LEARNING EXPRESS STORE # 365,LEARNINGEXPRESSSTORE365,60,NET 60,UPSGROUND,,,Y,4602 BEVERLY LANE,KENOSHA,WI,53142
LE367,LEARNING EXPRESS STORE # 367,LEARNINGEXPRESSSTORE367,60,NET 60,UPSGROUND,,,N,172 BAKERY SQUARE BLVD,PITTSBURGH,PA,15206
LE368,LEARNING EXPRESS STORE # 368,LEARNINGEXPRESSSTORE368,60,NET 60,UPSGROUND,,,Y,20335 BISCAYNE BLVD,AVENTURA,FL,33180
LE37,LEARNING EXPRESS STORE # 37,LEARNINGEXPRESSSTORE37,CC,CREDIT CARD,UPSGROUND,,,Y,4500 LOVERS LANE,DALLAS,TX,75225
LE372,LEARNING EXPRESS STORE # 372,LEARNINGEXPRESSSTORE372,60,NET 60,UPSGROUND,,,Y,3013 YAMATO ROAD,BOCA RATON,FL,33434
LE373,LEARNING EXPRESS STORE # 373,LEARNINGEXPRESSSTORE373,60,NET 60,UPSGROUND,,,Y,25704 NORTHWEST FREEWAY,CYPRESS,TX,77429
LE376,LEARNING EXPRESS STORE # 376,LEARNINGEXPRESSSTORE376,30,NET 30,UPSGROUND,,,Y,136 MARKET PLACE,SAN RAMON,CA,94583
LE385,LEARNING EXPRESS STORE # 385,LEARNINGEXPRESSSTORE385,60,NET 60,UPSGROUND,,,Y,8000 RESEARCH FOREST DR.,THE WOODLANDS,TX,77382
LE390,LEARNING EXPRESS STORE # 390,LEARNINGEXPRESSSTORE390,60,NET 60,UPSGROUND,,,Y,20449 STATE RD 7,BOCA RATON,FL,33498
LE394,LEARNING EXPRESS STORE # 394,LEARNINGEXPRESSSTORE394,CC,CREDIT CARD,UPSGROUND,,,Y,5804 LINE AVE,SHREVEPRORT,LA,71106
LE397,LEARNING EXPRESS STORE # 397,LEARNINGEXPRESSSTORE397,CC,CREDIT CARD,UPSGROUND,,,Y,2100 ROUTE 35,SEA GIRT,NJ,08750
LE398,LEARNING EXPRESS STORE # 398,LEARNINGEXPRESSSTORE398,60,NET 60,UPSGROUND,,,Y,7814 CITRUS PARK TOWN CENTER,TAMPA,FL,33625
LE401,LEARNING EXPRESS STORE # 401,LEARNINGEXPRESSSTORE401,60,NET 60,UPSGROUND,,,Y,9660 FALLS OF NEUSE RD,RALEIGH,NC,27615
LE404,LEARNING EXPRESS STORE # 404,LEARNINGEXPRESSSTORE404,60,NET 60,UPSGROUND,,,Y,160 MARKET STREET,COLLEGEVILLE,PA,19426
LE409,LEARNING EXPRESS STORE # 409 TOYS,LEARNINGEXPRESSSTORE409TOYS,60,NET 60,UPSGROUND,,,Y,3568 MT DIABLO BLVD,LAFAYETTE,CA,94549
LE414,LEARNING EXPRESS STORE # 414,LEARNINGEXPRESSSTORE414,60,NET 60,UPSGROUND,,,Y,1055 BROAD STREET,SHREWSBURY,NJ,07702
LE417,LEARNING EXPRESS STORE # 417,LEARNINGEXPRESSSTORE417,60,NET 60,UPSGROUND,,,Y,8415 COOPER CREEK BLVD,UNIVERSITY PARK,FL,34201
LE422,LEARNING EXPRESS STORE # 422,LEARNINGEXPRESSSTORE422,CC,CREDIT CARD,UPSGROUND,,,Y,1029 3RD AVENUE,NEW YORK,NY,10065
LE423,LEARNING EXPRESS STORE # 423,LEARNINGEXPRESSSTORE423,30,NET 30,UPSGROUND,,,Y,7891 E. 108TH STREET S.,TULSA,OK,74133
LE424,LEARNING EXPRESS STORE # 424,LEARNINGEXPRESSSTORE424,60,NET 60,UPSGROUND,,,Y,2885 HWY 190,MANDEVILLE,LA,70471
LE425,LEARNING EXPRESS STORE # 425,LEARNINGEXPRESSSTORE425,CC,CREDIT CARD,UPSGROUND,,,Y,4800 WHITESBURG DRIVE SUITE 31,HUNTSVILLE,AL,35802
LE427,LEARNING EXPRESS STORE # 427,LEARNINGEXPRESSSTORE427,30,NET 30,UPSGROUND,,,Y,80 FRANKLIN VILLAGE DR.,FRANKLIN,MA,02038
LE428,LEARNING EXPRESS STORE # 428,LEARNINGEXPRESSSTORE428,60,NET 60,UPSGROUND,,,Y,49 WAUKEN ROAD,GLENVIEW,IL,60025
LE431,LEARNING EXPRESS STORE # 431,LEARNINGEXPRESSSTORE431,60,NET 60,UPSGROUND,,,Y,12616 SHELBYVILLE ROAD,LOUISVILLE,KY,40243
LE434,LEARNING EXPRESS STORE # 434,LEARNINGEXPRESSSTORE434,90,NET 90,UPSGROUND,,,Y,3701 MESSINA DRIVE,FARMINGTON,NM,87402
LE436,LEARNING EXPRESS STORE # 436,LEARNINGEXPRESSSTORE436,30,NET 30,UPSGROUND,,,Y,1203 PARKSIDE MAIN STREET,CARY,NC,27519
LE437,LEARNING EXPRESS STORE # 437,LEARNINGEXPRESSSTORE437,60,NET 60,UPSGROUND,,,Y,3245 MAIN STREET-SUITE 273,FRISCO,TX,75034
LE440,LEARNING EXPRESS STORE # 440,LEARNINGEXPRESSSTORE440,60,NET 60,UPSGROUND,,,Y,61334 S HIGHWAY 97,BEND,OR,97702
LE443,LEARNING EXPRESS TOYS OF BLUE BELL,LEARNINGEXPRESSTOYSOFBLUEBELL,60,NET 60,UPSGROUND,,,Y,1301 W SKIPPACK PIKE,BLUE BELL,PA,19422
LE448,LEARNING EXPRESS STORE # 448,LEARNINGEXPRESSSTORE448,60,NET 60,UPSGROUND,,,Y,840 N. 10TH PLACE SUITE A,RENTON,WA,98057
LE449,LEARNING EXPRESS STORE # 449 WEXFORD,LEARNINGEXPRESSSTORE449WEXFORD,60,NET 60,UPSGROUND,,,N,3053 WHITE PINE DRIVE,GIBSONIA,PA,15044
LE45,LEARNING EXPRESS STORE # 45,LEARNINGEXPRESSSTORE45,60,NET 60,UPSGROUND,,,Y,315 S. RAND ROAD,LAKE ZURICH,IL,60047
LE453,LEARNING EXPRESS STORE # 453,LEARNINGEXPRESSSTORE453,30,NET 30,UPSGROUND,,,Y,THE PALMS AT TOWN & COUNTRY PLAZA,KENDALL,FL,33183
LE454,LEARNING EXPRESS STORE # 454,LEARNINGEXPRESSSTORE454,60,NET 60,UPSGROUND,,,Y,20335 BISCAYNE BLVD,AVENTURA,FL,33180
LE456,LEARNING EXPRESS STORE # 456,LEARNINGEXPRESSSTORE456,,,UPSGROUND,,,Y,4763 FREEMANSBURG AVE,EASTON,PA,18045
LE458,LEARNING EXPRESS STORE # 458,LEARNINGEXPRESSSTORE458,90,NET 90,UPSGROUND,,,Y,1505 UNIVERSITY DRIVE EAST,COLLEGE STATION,TX,77840
LE46,LEARNING EXPRESS STORE # 046 ROSEVILLE,LEARNINGEXPRESSSTORE046ROSEVILLE,90,NET 90,UPSGROUND,,,Y,2030 DOUGLAS BLVD SUITE 25,ROSEVILLE,CA,95661
LE463,LEARNING EXPRESS STORE # 463 PLANO,LEARNINGEXPRESSSTORE463PLANO,60,NET 60,UPSGROUND,,,Y,PRESTON TOWNE CROSSING,PLANO,TX,75093
LE465,LEARNING EXPRESS STORE #465,LEARNINGEXPRESSSTORE465,90,NET 90,UPSGROUND,,,Y,30061 DETROIT ROAD,WESTLAKE,OH,44145
LE466,LEARNING EXPRESS HIGHLAND VILLAGE,LEARNINGEXPRESSHIGHLANDVILLAGE,60,NET 60,UPSGROUND,,,Y,HIGHLAND VILLAGE,HIGHLAND VILLAGE,TX,75077
LE500,LEARNING EXPRESS STORE # 500,LEARNINGEXPRESSSTORE500,60,NET 60,UPSGROUND,,,Y,168 GREAT ROAD UNIT F,BEDFORD,MA,01730
LE502,LEARNING EXPRESS STORE # 502,LEARNINGEXPRESSSTORE502,60,NET 60,UPSGROUND,,,Y,168 GREAT ROAD UNIT F,BEDFORD,MA,01730
LE512,LEARNING EXPRESS STORE # 512 NATICK,LEARNINGEXPRESSSTORE512NATICK,60,NET 60,UPSGROUND,,,Y,1245 WORCESTER ST,NATICK,MA,01760
LE6,LEARNING EXPRESS STORE #6,LEARNINGEXPRESSSTORE6,CC,CREDIT CARD,UPSGROUND,,,Y,101 E ALEX-BELL RD #150,DAYTON,OH,45459
LE60,LEARNING EXPRESS STORE # 60,LEARNINGEXPRESSSTORE60,CC,CREDIT CARD,UPSGROUND,,,Y,CROSSROADS PLAZA,RICHBORO,PA,18954
LE70,LEARNING EXPRESS STORE # 70,LEARNINGEXPRESSSTORE70,60,NET 60,UPSGROUND,,,Y,2020 KILDAIRE FARM ROAD,CARY,NC,27518
LE756,LEARNING EXPRESS STORE # 756 GENEVA,LEARNINGEXPRESSSTORE756GENEVA,CC,CREDIT CARD,UPSGROUND,,,Y,GENEVA COMMONS,GENEVA,IL,60134
LE77,LEARNING EXPRESS STORE # 77,LEARNINGEXPRESSSTORE77,CC,CREDIT CARD,UPSGROUND,,,Y,"255 E. BASSE ROAD, SUITE 340",SAN ANTONIO,TX,78209
LE83,LEARNING EXPRESS STORE # 83,LEARNINGEXPRESSSTORE83,90,NET 90,UPSGROUND,,,Y,21 SPENCER PLACE,SCARSDALE,NY,10583
LE834,LEARNING EXPRESS STORE # 834,LEARNINGEXPRESSSTORE834,90,NET 90,UPSGROUND,,,Y,19-21 S PROSPECT AVE,CLARENDON HILLS,IL,60521
LE847,"STRONGTOYS, LLC",STRONGTOYSLLC,60,NET 60,UPSGROUND,,,Y,3111 TWILIGHT AVE,NAPERVILLE,IL,60564
LE859,LEARNING EXPRESS STORE # 359,LEARNINGEXPRESSSTORE359,90,NET 90,UPSGROUND,,,Y,2812 TOWN CENTER BLVD,CRESTVIEW HILLS,KY,41017
LE9,LEARNING EXPRESS STORE # 9,LEARNINGEXPRESSSTORE9,30,NET 30,UPSGROUND,,,Y,975 FARMINGTON AVENUE,WEST HARTFORD,CT,06107
LE914,LEARNING EXPRESS STORE # 914,LEARNINGEXPRESSSTORE914,90,NET 90,UPSGROUND,,,Y,3865 US HIGHWAY 9N,OLD BRIDGE,NJ,08857
LE947,LEARNING EXPRESS STORE # 947,LEARNINGEXPRESSSTORE947,90,NET 90,UPSGROUND,,,Y,3111 TWILIGHT AVE,NAPERVILLE,IL,60564
LEARNING,LEARNING EXPRESS,LEARNINGEXPRESS,60,NET 60,UPSGROUND,,,Y,USA,NEW YORK,NY,10018
LEARNINGTR,LEARNING TREE,LEARNINGTREE,CC,CREDIT CARD,UPSGROUND,,,Y,7638 NORTH WESTERN,OKLAHOMA CITY,OK,73116
LEATHERCOL,THE LEATHER COLLECTION,THELEATHERCOLLECTION,30,NET 30,UPSGROUND,,,N,4701 BANNISTER RD,KANSAS CITY,MO,64137
LEATHERGOO,LEATHER GOODS & WATCHES,LEATHERGOODSWATCHES,30,NET 30,UPSGROUND,,,N,3291 WEST SUNRISE BLVD.,LAUDERDALE,FL,33311
LEATHERMAS,LEATHER MASTERS LTD.,LEATHERMASTERSLTD,30,NET 30,UPSGROUND,,,N,#8 PARTLAMENT STREET PO BOX N-3871,NASSAU,XX,XXXXX
LECHAT,LE CHATEAU,LECHATEAU,30,NET 30,UPSGROUND,,,N,ACCOUNTS PAYABLE,MONTREAL,QC,H4P2P5
LECHATEAU,"LE CHATEAU, INC.",LECHATEAUINC,30,NET 30,UPSGROUND,,,N,8300 BOULEVARD DÉCARIE,MONTREAL QUEBEC,,H4P2P5
LEDAOFROMA,LEDA OF ROMA LLC,LEDAOFROMALLC,30,NET 30,UPSGROUND,,,N,3797 PINE LAKE DRIVE,WESTON,FL,33332
LEEBARON,LEE BARON,LEEBARON,30,NET 30,UPSGROUND,,,N,WEST HILL MALL # 1208,HUNTSVILLE,TX,77340
LEED,"LEED CREATION, INC.",LEEDCREATIONINC,30,NET 30,UPSGROUND,,,N,FRED LEE,LA PUENTE,CA,91746
LEESHALLMA,LEES HALLMARK SHOPS BLSMARCK,LEESHALLMARKSHOPSBLSMARCK,30,NET 30,UPSGROUND,,,N,605 KIRKWOOD MALL,BISMARACK,ND,58504
LEFEMMEAPP,LE FEMME APPAREL,LEFEMMEAPPAREL,30,NET 30,UPSGROUND,,,N,CHESHIRE CENTER 124 S. MAIN STREET,CHESHIRE,CT,06410
LEGTOYS,LEGACY TOYS,LEGACYTOYS,CC,CREDIT CARD,,,,Y,PO BOX 657,ELY,MN,55731
LEISURE,LEISURE TIME TOURS,LEISURETIMETOURS,CC,CREDIT CARD,,,,Y,"ROBERT FRUCHER, CEO",JAMAICA,NY,11434
LELESADOUG,LELE SADOUGHI DESIGNS LLC,LELESADOUGHIDESIGNSLLC,30,NET 30,,,,Y,520 W. 27TH ST. SUITE 801,NEW YORK,NY,10018
LENEWTON,LEARNING EXPRESS OF NEWTON INC,LEARNINGEXPRESSOFNEWTONINC,60,NET 60,UPSGROUND,,,N,1296 CENTRE ST,NEWTON CENTRE,MA,024591544
LEORYS,LEROYS BOARD SHOP,LEROYSBOARDSHOP,30,NET 30,UPSGROUND,,,Y,40560 BIG BEAR BLVD,BIG BEAR LAKE,CA,92315
LESLIE,LESLIE MEIER ADRIENNE VITTADINI PRE 7/10,LESLIEMEIERADRIENNEVITTADINIPRE710,30,NET 30,UPSGROUND,,,N,THE MADISON HOTEL C/O LORD TAYLOR EVENT,MORRISTOWN,NJ,07960
LEVINES,LEVINES,LEVINES,30,NET 30,UPSGROUND,,,N,183 PLEASANT GROVE S.C.,DALLAS,TX,75217
LEWISASSOC,LEWIS & ASSOCIATES,LEWISASSOCIATES,30,NET 30,UPSGROUND,,,N,99 WEST HAWTHORNE AVE,VALLEY STREAM,NY,11580
LIBBYOFJEF,LIBBY OF JEFFERSON,LIBBYOFJEFFERSON,CC,CREDIT CARD,,,,N,PO BOX 10 205 B SHAMROCK,JERREFSON,NC,28640
LIDL,"LIDL US OPERATIONS, LLC",LIDLUSOPERATIONSLLC,C9,CIT NET 90,,,,Y,3500 S CLARK ST,ARLINGTON,VA,22202
LIFESTYLE,LIFE STYLE ACCESSORIES,LIFESTYLEACCESSORIES,60,NET 60,FEDGROUND,,,Y,1410 BROADWAY,NEW YORK,NY,10018
LIGG,LIGG PROMO ITEM,LIGGPROMOITEM,,,,,,Y,XXXXX,XXXX,XX,XXXX
LIINC,L & I INC,LIINC,C3,CIT NET 30,,,,N,20725 NE 16TH AVE A-45 NORTH,MIAMI BEACH,FL,33179
LILLYBOUTI,LILLY BOUTIQUE,LILLYBOUTIQUE,30,NET 30,,,,N,40W.PINE STREET,ZIONSVILLE,IN,46077
LINDACILLO,LINDA CILLO JEWERLY SALES,LINDACILLOJEWERLYSALES,CC,CREDIT CARD,,,,N,609 PACKFORD DRIVE,CHESTERFIELD,MO,63017
LINDIBOUTI,LINDIS BOUTIQUE,LINDISBOUTIQUE,CC,CREDIT CARD,,,,N,2970N. SWAN ROAD PLAZA PALOMINO,TUSCON,AZ,85712
LINKTOLINK,THE GOLDEN BEAR.INC.,THEGOLDENBEARINC,CO,C.O.D.,,,,N,6548 N.STATE  ROAD 7,COCONUT CREEK,FL,33073
LIQUIDFASH,LIQUID FASHION,LIQUIDFASHION,CC,CREDIT CARD,,,,N,3441 MANGROVE AVENUE,NORFOLK,VA,23502
LIQUIDWORL,LIQUIDATION WORLD INC.,LIQUIDATIONWORLDINC,30,NET 30,,,,N,225 HENRY STREET,BRANTFORD,ON,N3S7R4
LIRANGYCOM,LIRANGY COMMERCIAL,LIRANGYCOMMERCIAL,30,NET 30,,,,N,AV. DUARTE #4,SANTO DOMINGO,XX,XXXXX
LIRONFASHI,LIRON FASHION,LIRONFASHION,30,NET 30,,,,N,117 E. FLAGLER STREET,MAIMI,FL,33131
LISS,LISS PHARMACY,LISSPHARMACY,30,NET 30,,,,N,407 SPRINGFIELD  AVE.,SUMMIT,NJ,07901
LITTLETOY,THE LITTLE TOY SHOP,THELITTLETOYSHOP,WR,WIRE,,,,Y,230 SOUTH WEST BROAD STREET,SOUTHERN PINES,NC,28387
LIVONA,LIVONA CORP.,LIVONACORP,60,NET 60,,,,N,EL CANTON MALL,BAYAMON,PR,00961
LIVONACORP,LIVONA CORPORATION,LIVONACORPORATION,,,,,,N,PO BOX 55376,BAYAMON,PR,00960
LIZZYSFASH,LIZZY'S FASHION,LIZZYSFASHION,,,,,,N,205 MCKINLEY STREET WEST,MAYAGUEZ,PR,00682
LJ,L&J ACCESSORIES,LJACCESSORIES,,,,,,N,140 CANDACE AVE,MAITLAND,FL,32751
LLC,"LLC ""SUSTAIN"" (""SVSTIME"")",LLCSUSTAINSVSTIME,,,,,,N,"MOSCOW, UL. ROSLOVKA",D. 10  KORP.,,
LOBLAWS,LOBLAWS,LOBLAWS,,,FEDGROUND,,,N,X,X,X,XX
LOEHMANS,LOEHMANN'S OPERATING CO,LOEHMANNSOPERATINGCO,C3,CIT NET 30,,,,N,2500  HALSEY ST,BRONX,NY,10461
LOGOEXPRES,LOGO EXPRESS,LOGOEXPRESS,CC,CREDIT CARD,,,,N,649 YETTA AVENUE,HARVEY,LA,70058
LOLO,LOLO HOME GOOD,LOLOHOMEGOOD,PP,PREPAY,,,,Y,6640 INDUSTRIAL HWY,CARTERET,NJ,07008
LONDONDRUG,LONDON DRUGS LIMITED,LONDONDRUGSLIMITED,C3,CIT NET 30,,,,N,12831 HORSESHOE PLACE RIVERSIDE,BRITISH COLUMBIA,XX,V744X5
LOOKIN,LOOKIN GOOD,LOOKINGOOD,30,NET 30,,,,N,507 N. GLOSTER ST.,TUPELO,MS,38804
LOOKINGGOO,LOOKING GOOD,LOOKINGGOOD,C3,CIT NET 30,,,,N,507 N. GLOSTER ST,TUPELO,MS,38804
LOTLESS,LOTLESS,LOTLESS,C3,CIT NET 30,,,,Y,90 OAK STREET,CLIFTON,NJ,07014
LOTSSTORES,LOTS STORES,LOTSSTORES,C3,CIT NET 30,,,,N,1250 SOUTH RIVER RD,CRANBURY,NJ,08512
LOVELYBAG,LOVELY BAG INC,LOVELYBAGINC,30,NET 30,,,,N,1177 BROADWWAY,NEW YORK,NY,10001
LRUBINSTIN,L. RUBINSTEIN,LRUBINSTEIN,30,NET 30,,,,N,110 NORTH MAIN STREET,HANNIBAL,MO,63401
LTD,LTD COMMODITIES LLC,LTDCOMMODITIESLLC,X3,CIT ROG NET 30,,,,Y,200 TRI STATE INTERNATIONAL,LINCOLNSHIRE,IL,60069
LTDCOM,LTD COMODITIES LLC,LTDCOMODITIESLLC,C3,CIT NET 30,ROUTING,,,N,2800 LAKESIDE DRIVE,BANNOCKBURN,IL,60015
LTDCOMMOD,LTD COMMODITIES LLC.,LTDCOMMODITIESLLC,C3,CIT NET 30,,,,N,2800 LAKESIDE DRIVE,BANNOCKBURN,IL,60015
LUCKY21,LUCKY21 PARTNERS,LUCKY21PARTNERS,C3,CIT NET 30,FEDGROUND,,,N,283 COX STREET,ROSELLE,NJ,07203
LULUS,LULU'S,LULUS,,,,,,N,195 HUMBOLDT AVE.,CHICO,CA,95928
LUXESS,LUXURIOUS ESSENTIALS INC,LUXURIOUSESSENTIALSINC,C4,CIT NET 45,UPS,,,Y,21 PASTURE LANE,ROSLYN HEIGHTS,NY,115770000
LUXURIOUS,LUXURIOUS,LUXURIOUS,,,,,,N,NA,NY,NY,10018
LW947,LEARNING EXPRESS STORE # 947,LEARNINGEXPRESSSTORE947,90,NET 90,FEDGROUND,,,N,3111 TWILIGHT AVE,NAPERVILLE,IL,60564
LYDELLS,LYDELLS,LYDELLS,30,NET 30,,,,N,120 5TH AVE. PLACE,PITTSBURGH,PA,15222
LYLYLEBEBE,LYLYLE BEBE,LYLYLEBEBE,CC,CREDIT CARD,,,,N,2217 E. TUDOR RD #21,ANCHORAGE,AK,99507
MA,MARRIANNE,MARRIANNE,,,,,,N,1000 PENNSYLVANIA AVE.,BROOKLYN,NY,11207
MACYS,MACYS INC,MACYSINC,C6,CIT NET 60,FEDCOLLECT,,,Y,151 WEST 34TH STREET,NEW YORK,NY,10001
MACYSBACKS,MACYS BACKSTAGE,MACYSBACKSTAGE,C6,CIT NET 60,FEDCOLLECT,,,Y,PO BOX 8251,MASON,OH,45040
MACYSECOM,MACYS ECOM,MACYSECOM,X3,CIT ROG NET 30,,,,Y,680 FOLSOM  12TH FLOOR,SAN FRANCISCO,CA,94107
MADAMBIJUX,MADAM JUX,MADAMJUX,CO,C.O.D.,,,,N,1005 S. SANTEE ST,LOS ANGELES,MO,64111
MADISON,MADISON JEWELERS,MADISONJEWELERS,30,NET 30,FEDGROUND,,,Y,1441 BROADWAY 27TH FLOOR,NEW YORK,NY,10018
MADRAG,CITI TRENDS INC,CITITRENDSINC,,,,,,N,104 COLEMAN BLVD,SAVANNAH,GA,31408USA
MAGICTREE,MAGIC TREE SAL,MAGICTREESAL,WR,WIRE,,,,Y,KHATOUN CENTER UNESCO,VERDUN,BY,00961
MAGMA,MAGMA LIFE,MAGMALIFE,,,,,,Y,29155 NORTHWESTERN HIGHWAY,SOUTHFIELD,MI,48034
MAINIMAGEF,MAIN IMAGE FASHIONS,MAINIMAGEFASHIONS,CC,CREDIT CARD,,,,N,3850 MAIN STREET,KANSAS CITY,MO,64111
MAINMERCH,MAINMERCH,MAINMERCH,CC,CREDIT CARD,,,,Y,150 E GROVE ST,DUNMORE,PA,18510
MAINSTREET,MAIN STREET BOUTIQUE,MAINSTREETBOUTIQUE,30,NET 30,,,,N,151 SOUTH MAIN STREET,BRADFORD,MA,01835
MAINSTREGA,MAIN STREET GALLERY,MAINSTREETGALLERY,CC,CREDIT CARD,,,,N,PO BOX 911 208E,WOODIN CHELAN,WA,98816
MAJESTIC,MAJESTIC LUXURY,MAJESTICLUXURY,CC,CREDIT CARD,,,,N,P.O. BOX 149,LONG BEACH,MS,39560
MAKEOVER,MAKE OVER,MAKEOVER,CO,C.O.D.,,,,N,4225 AMBOY RD,S.I.,NY,10308
MALSHAMLAN,MARZOOQ AL SHAMLAN & SONS,MARZOOQALSHAMLANSONS,,,FEDGROUND,,,N,P.O BOX 116,DOHA,XX,00000
MALSONRAGS,MALSONS RAGGMATAZZ,MALSONSRAGGMATAZZ,CC,CREDIT CARD,,,,N,2021 BROADWAY,OKLAND,CA,94612
MANDEE,A&M (2015) LLC,AM2015LLC,3A,CIT NET 30 DAYS,,,,Y,50 DUFFLAW ROAD,TORONTO,,M6A2W1
MANDEES,MANDEES,MANDEES,C3,CIT NET 30,,,,N,12 VREELAND AVENUE,TOTOWA,NJ,07512
MANKIND,MANKIND APPAREL,MANKINDAPPAREL,CC,CREDIT CARD,,,,N,1000 HIGHWAY 15 NORTH,LOUREL,MI,39440
MANUELROJA,MANUEL ROJAS JOYERIA MANUEL ROJAS,MANUELROJASJOYERIAMANUELROJAS,WR,WIRE,,,,N,4 AVS. 3Y5 50 NORTE DEL BCO. NACIONAL,SAN JOSE,XX,XXXXX
MARCELA,MARCELA LUCIA HERNANDEZ,MARCELALUCIAHERNANDEZ,WR,WIRE,,,,Y,CALLE 159 # 54 70,BOGOTA,XX,XXXXX
MARCELDIS,MARCEL DISTRIBUTORS,MARCELDISTRIBUTORS,CC,CREDIT CARD,,,,N,660 MAIN STREET SUITE B,SPRING FIELD,OR,97477
MARCELLAS,MARCELLAS,MARCELLAS,CC,CREDIT CARD,,,,N,2765 MARIETTA HWY. STE 100,CANTON,GA,30114
MARCGARRET,MARC GARRETT,MARCGARRETT,CC,CREDIT CARD,,,,N,15223 BLACK FALLS LN,SUGAR LAND,TX,77478
MARCGLASS,MARC GLASSMAN INC.,MARCGLASSMANINC,CC,CREDIT CARD,,,,N,19400 HOLLAND RD,BROOKPARK,OH,44142
MARCHENORI,MARCHE NORI,MARCHENORI,CO,C.O.D.,,,,N,119 G.WOODFIELD MALL,SCHAUMBURG,IL,60173
MARCOWAGON,MARCO WAGON RETAIL PVT LTD.,MARCOWAGONRETAILPVTLTD,,,,,,Y,A/903 RETREAT TOWER,AHMADABAD GUJARAT,GU,380015
MARDENS,MARDEN'S INC,MARDENSINC,3A,CIT NET 30 DAYS,,,,Y,100 BENTON AVE,WINSLOW,ME,04901
MARIACICIL,MARIA CICILIA,MARIACICILIA,30,NET 30,,,,N,6995 SHWY6,HOUSTON,TX,77083
MARIAINES,MARIA INES ORRANTIA/BLABLA,MARIAINESORRANTIABLABLA,CC,CREDIT CARD,,,,Y,520 BRICKELL KEY DR.,MIAMI,FL,33131
MARIANNE,579 AND BEYOND INC. D.B.A MARIANNE,579ANDBEYONDINCDBAMARIANNE,C6,CIT NET 60,,,,N,1000 PENNSYLVANIA AVE,BROOKLYN,NY,11207
MARIANNEUR,MARIANNE URBAN BRANS INC.,MARIANNEURBANBRANSINC,45,NET 45,,,,N,100 METRO WAY,SECAUCUS,NJ,07094
MARILYNS,MARILYNS,MARILYNS,CC,CREDIT CARD,,,,N,223 WALNUT AVENUE,LAKESIDE,OH,43440
MARINE,MARINE CORP,MARINECORP,30,NET 30,,,,N,HAYASHI MCCS RETAIL WAREHOUSE,YAMAGUCHIL-KEN,XX,7400025
MARINECORP,MARINE CORPS EXCHANGE,MARINECORPSEXCHANGE,C3,CIT NET 30,,,,N,PERSONEL & FAMILY REDINESS DIVISON,QUANTICO,VA,22134
MARIOSOFPA,MARIOS OF PLAMS SPRINGS,MARIOSOFPLAMSSPRINGS,CO,C.O.D.,,,,N,127 S.FARRELL DRIVE #38,PLAM SPRINGS,CA,92262
